FIMFNLOIT21XXXFINLOGIC SOCIETA' PER AZIONI                                                                             FNLOIT21                                                              BOLLATE                       BEIDVIA GALILEO FERRARIS 125                                                                                                                    
FIMFNNEFRP1XXXCHOLET DUPONT ASSET MANAGEMENT                                                                           FNNEFRP1                                                              PARIS                         NSWBLA HALLIERE                                                                                                                                 
FIAFNTEGB22XXXFIN CENTER LIMITED                                                                                       FNTEGB22                                                              LONDON                        NSWBSPACES MOORGATE                    30 MOORGATE                                                                                              
FIMFOCNIE21XXXFOYLE CREDIT UNION LTD                                                                                   FOCNIE21                                                              MOVILLE                       NSWBFOYLE STREET                       CO DONEGAL                                                                                               
FIMFODAITR1XXXFONDO NAZIONALE PENSIONE COMPLEMENTARE PER I LAVORATORI DELLE PICCOLE E MEDIE IMPRESE - FONDAPI          FODAITR1                                                              ROMA                          NSWBPIAZZA COLA DI RIENZO 80                                                                                                                    
FIMFODIITR1XXXFONDO PENSIONE COMPLEMENTARE INPS - FONDINPS                                                             FODIITR1                                                              ROMA                          NSWBVIA CIRO IL GRANDE 21                                                                                                                       
FIMFODOITR1XXXFONDO NAZIONALE PENSIONE COMPLEMENTARE PER IL PERSONALE NON DIRIGENTE DI POSTE ITALIANE S.P.A.           FODOITR1                                                              ROMA                          NSWBVIALE EUROPA 190                                                                                                                            
FIMFOGFFRP1XXXEPSENS                                                                                                   FOGFFRP1                                                              PARIS                         NSWB10 PLACE DE CATALOGNE                                                                                                                       
FIMFONEFRP1XXXCICOBAIL                                                                                                 FONEFRP1                                                              PARIS                         NSWB19 RUE DES CAPUCINES                                                                                                                        
FIMFONRITM1XXXFONDENERGIA FONDO PENSIONE                                                                               FONRITM1                                                              ROMA                          NSWBVIA GIORGIONE 63                                                                                                                            
FIMFOOOITM1XXXFACILE.IT BROKER DI ASSICURAZIONI S.P.A.                                                                 FOOOITM1                                                              MILANO                        BEIDVIA PALEOCAPA PIETRO 1                                                                                                                      
FIMFOSAITT1XXXUNIPOLSAI ASSICURAZIONI S.P.A.                                                                           FOSAITT1                                                              TORINO                        NSWBC.SO GALILEO GALILEI 12                                                                                                                     
FIMFOSOFI21XXXLOUNAISMAAN OSUUSPANKKI                                                                                  FOSOFI21                                                              FORSSA                        NSWBSIBELIUKSENKATU 3                                                                                                                           
FIMFPAPITR1XXXFONDO PENSIONE AGENTI PROFESSIONISTI DI ASSICURAZIONE                                                    FPAPITR1                                                              ROMA                          NSWBVIA DEL TRITONE 46                                                                                                                          
FIMFPDDITM1XXXFIP-DOW FONDO PENSIONE DIPEDENTI DOW                                                                     FPDDITM1                                                              MILANO                        NSWBVIA PATROCLO 21                                                                                                                             
FIMFPPRITR1XXXFONDO PENSIONE PER IL PERSONALE DELL'EX BANCA DI ROMA                                                    FPPRITR1                                                              ROMA                          NSWBVIA PADRE SEMERIA 9                                                                                                                         
FIDFPSFSES1XXXFORTUM PORTFOLIO SERVICES OY FINLAND FILIAL                                                              FPSFSES1                                                              STOCKHOLM                     NSWBHANGOVAGEN 19                                                                                                                               
FIMFRABFRP1XXXBANQUE FRANCAISE MUTUALISTE                                                                              FRABFRP1                                                              PARIS                         NSWB45 RUE VIVIENNE                                                                                                                             
FIMFRCSBEBBXXXFINANCIERE REMY COINTREAU SA/NV                                                                          FRCSBEBB                                                              BRUSSELS                      CORPAVENUE LOUISE 120                                                                                                                           
FIMFREMITR1XXXVENETO BANCA SOCIETA' PER AZIONI                                                                         FREMITR1                                                              MILANO                        NSWBFORO BUONAPARTE 35                                                                                                                          
FIMFRIPITM1XXXFITCH ITALIA - SOCIETA ITALIANA PER RATING S.P.A.                                                        FRIPITM1                                                              MILANO                        NSWBVICOLO SANTA MARIA ALLA PORTA 1                                                                                                             
FIAFRMHIN52XXXFIRST MANHATTAN BANKING                                                                                  FRMHIN52                                                              CHENNAI (MADRAS)              NSWBSPENCER PLAZA                      S132N NO172 O NO769 FLOOR 2        3RD PHASE ANNASALAI                                                   
FIMFRNCFRP1XXXLA FRANCAISE ASSET MANAGEMENT                                                                            FRNCFRP1                                                              PARIS                         NSWB173 BLD HAUSSMANN                                                                                                                           
FIMFRNIUS44XXXBANK FIRST NA                                                                                            FRNIUS44                                                              MANITOWOC,WI                  SUPE402 NORTH 8TH STREET                                                                                                                        
FIMFRPLFRP1XXXLA FRANCAISE ASSET MANAGEMENT                                                                            FRPLFRP1                                                              PARIS                         NSWB3 RUE CIMAROSA                                                                                                                              
FIAFRRUIN52XXXFIRST CREDIT SUISSE                                                                                      FRRUIN52                                                              CHENNAI (MADRAS)              NSWBLADY MADHAVAN ROAD                 MAHALINGAPURAM                     F3 N NO 28 O NO.17                                                    
FIMFRSHDE81XXXFREISTAAT SACHSEN                                                                                        FRSHDE81                                                              DRESDEN                       NSWBCAROLAPLATZ 1                                                                                                                               
FIMFRUCFRP1XXXBPCE LEASE IMMO                                                                                          FRUCFRP1                                                              PARIS                         NSWB115 R MONTMARTRE                                                                                                                            
FIMFSCNIE21XXXPUBLIC SERVICE CREDIT UNION LIMITED                                                                      FSCNIE21                                                              DUBLIN                        NSWBWILTON PARK HOUSE                  WILTON PLACE                                                                                             
FIMFSCUIE21XXXFIRST SOUTH CREDIT UNION LIMITED                                                                         FSCUIE21                                                              CORK                          NSWB66 DOUGLAS STREET                                                                                                                           
FIMFSSCITM1XXXFONDO AGENTI SPEDIZIONIERI E CORRIERI                                                                    FSSCITM1                                                              MILANO                        NSWBVIA TOMMASO GULLI 39                                                                                                                        
FIAFTCSSES2XXXINTERGIRO INTL AB (PUBL)                                                                                 FTCSSES2                                                              STOCKHOLM                     NSWBREGERINGSGATAN 59                  FLOOR 9                                                                                                  
FIMFTFSDE81XXXFREISTAAT THURINGEN                                                                                      FTFSDE81                                                              ERFURT                        NSWBSTAATSSCHULDENVERWALTUNG           LUDWIG-ERHARD-RING 7                                                                                     
FIMFTRRDEF1XXXODDO BHF ASSET MANAGEMENT GMBH                                                                           FTRRDEF1                                                              FRANKFURT AM MAIN             NSWBBOCKENHEIMER LANDSTRASSE 10                                                                                                                 
FIMFUSMFRP1XXXFUTUR INVESTMENT MANAGERS                                                                                FUSMFRP1                                                              PARIS                         NSWB33 RUE DE LA TOUR                                                                                                                           
FIMGAARIT21XXXCOMER INDUSTRIES S.P.A.                                                                                  GAARIT21                                                              REGGIO EMILIA                 BEIDVIA SAN MARTINO 2/C                                                                                                                         
FIMGACUIE21XXXHEALTH SERVICES STAFFS CREDIT UNION LIMITED                                                              GACUIE21                                                              CORK                          NSWB34-36 SAINT PATRICKS QUAY                                                                                                                   
FIMGAEGPTPPXXXGALP ENERGIA, SGPS S.A.                                                                                  GAEGPTPP                                                              LISBON                        CORPTORRE C 1                          FLOOR 3                            RUA TOMAS DA FONSECA                                                  
FIMGAPLITM1XXXGAS PLUS S.P.A.                                                                                          GAPLITM1                                                              MILANO                        NSWBVIALE FORLANINI 17                                                                                                                          
FIMGARHITR1XXXGAMBERO ROSSO S.P.A.                                                                                     GARHITR1                                                              ROMA                          NSWBVIA OTTAVIO GASPARRI 13/17                                                                                                                  
FIMGASRFRP1XXXGENERALI IARD                                                                                            GASRFRP1                                                              PARIS                         NSWB7 BOULEVARD HAUSSMANN                                                                                                                       
FIMGCAFFRP1XXXBPCE FACTOR                                                                                              GCAFFRP1                                                              PARIS                         NSWB52 AVENUE HOCHE                                                                                                                             
FIMGCRKDE31XXXDWS INTERNATIONAL GMBH                                                                                   GCRKDE31                                                              KOELN                         NSWBCLEVERSTRASSE 13-15                                                                                                                         
FIMGEANIT31XXXBANCA SELLA - S.P.A.                                                                                     GEANIT31                                                              AVELLINO                      NSWBCORSO EUROPA 8G                                                                                                                             
FIMGEBOIT21XXXGENERALI BUSINESS SOLUTIONS S.C.P.A., BREVEMENTE GENERALI B S.C.P.A. OPPURE GBS S.C.P.A.                 GEBOIT21                                                              TRIESTE                       NSWBVIA TRENTO 8                                                                                                                                
FIMGEEAIT21XXXASSICURAZIONI GENERALI - SOCIETA' PER AZIONI                                                             GEEAIT21                                                              TRIESTE                       NSWBPIAZZA DUCA DEGLI ABRUZZI 2                                                                                                                 
FIMGEEEFR21XXXGENECOMI FRANCE                                                                                          GEEEFR21                                                              PUTEAUX                       NSWB17 COURS VALMY                                                                                                                              
FIMGEFHFRP1XXXGENERALI FRANCE                                                                                          GEFHFRP1                                                              PARIS                         NSWB7 BOULEVARD HAUSSMANN                                                                                                                       
FIMGEIEIN51XXXGEOJIT FINANCIAL SERVICES LIMITED                                                                        GEIEIN51                                                              MUMBAI                        NSWBPOONAM CHAMBERS                    B' WING FLOOR 6                    DR ANNIE BESANT ROAD, WORLI                                           
FIMGEMNIT31XXXATLANTIA S.P.A.                                                                                          GEMNIT31                                                              FIUMICINO                     NSWBVIA DELL'AEROPORTO 320                                                                                                                      
FIMGENCFR21XXXGENECAL FRANCE                                                                                           GENCFR21                                                              PUTEAUX                       NSWB17 COURS VALMY                                                                                                                              
FIAGENODE61BHYSPAR- UND KREDITBANK BUEHLERTAL EG                                                                       GENODE61                                                              BUEHLERTAL                    NSWBHAUPTSTR. 67                                                                                                                                
FIAGENODE61KTOVOLKSBANK KRAUTHEIM EG                                                                                   GENODE61                                                              KRAUTHEIM                     NSWBGOETZSTR. 31                                                                                                                                
FIAGENODED1DNXVOLKSBANK DUESSELDORF NEUSS EG                                                                           GENODED1                                                              DUESSELDORF                   NSWBKOENIGSALLEE 98A                                                                                                                            
FIAGENODED1NRYVOLKSBANK NIEDERRHEIN EG                                                                                 GENODED1                                                              ALPEN                         NSWBLINDENALLEE 11-15                                                                                                                           
FIAGENODEF1COXVR-BANK COBURG EG                                                                                        GENODEF1                                                              COBURG                        NSWBMOHRENSTR 7A                                                                                                                                
FIAGENODEF1EBXRAIFFEISENBANK BUCH-ECHING EG                                                                            GENODEF1                                                              ECHING                        NSWBHAUPTSTR. 14                                                                                                                                
FIAGENODEF1EDOVOLKSBANK OLDENBURG EG                                                                                   GENODEF1                                                              OLDENBURG                     NSWBLANGE STR. 8-9                                                                                                                              
FIAGENODEF1EUXVOLKSBANK EUTIN RAIFFEISENBANK EG                                                                        GENODEF1                                                              EUTIN                         NSWBKOENIGSTR. 11                                                                                                                               
FIAGENODEF1GBOVEREINIGTE RAIFFEISENBANKEN GRAEFENBERG-FORCHHEIM-ESCHENAU-HEROLDSBERG                                   GENODEF1                                                              GRAEFENBERG                   NSWBMARKTPLATZ 8                                                                                                                                
FIAGENODEF1GDORAIFFEISENBANK GREDING-THALMAESSING EG                                                                   GENODEF1                                                              GREDING                       NSWBMARKTPLATZ 9                                                                                                                                
FIMGENODEF1GRORAIFFEISENBANK SUEDSTORMARN MOELLN EG                                                                    GENODEF1                                                              MOELLN                        NSWBHAUPTSTR. 84                                                                                                                                
FIMGENODEF1GSORAIFFEISENBANK ARESING-GEROLSBACH EG                                                                     GENODEF1                                                              GEROLSBACH                    NSWBSCHROBENHAUSENER STR. 2                                                                                                                     
FIMGENODEF1H4YVOLKSBANK RAIFFEISENBANK EG                                                                              GENODEF1                                                              BAD OLDESLOE                  NSWBHAMBURGER STR 8                                                                                                                             
FIAGENODEF1HGXRAIFFEISENBANK ALTEGLOFSHEIM-HAGELSTADT EG                                                               GENODEF1                                                              HAGELSTADT                    NSWBLANGENERLINGER STR. 27                                                                                                                      
FIAGENODEF1HOXVOLKSBANK NIEDERGRAFSCHAFT EG                                                                            GENODEF1                                                              UELSEN                        NSWBNEUENHAUSER STR. 15                                                                                                                         
FIAGENODEF1LSZRAIFFEISENBANK STAUDEN EG                                                                                GENODEF1                                                              LANGENNEUFNACH                NSWBRAIFFEISENSTR. 5                                                                                                                            
FIAGENODEF1M4OHAUSBANK MUENCHEN EG                                                                                     GENODEF1                                                              MUENCHEN                      NSWBSONNENSTR. 13                                                                                                                               
FIAGENODEF1MDYVOLKSBANK MAGDEBURG EG                                                                                   GENODEF1                                                              MAGDEBURG                     NSWBBREITER WEG 212                                                                                                                             
FIAGENODEF1MMYVR-BANK MEMMINGEN EG                                                                                     GENODEF1                                                              MEMMINGEN                     NSWBMAXIMILIANSTR. 24                                                                                                                           
FIAGENODEF1NOXVR-BANK EG OSNABRUECKER NORDLAND                                                                         GENODEF1                                                              FUERSTENAU                    NSWBGROSSE STR. 31/33                                                                                                                           
FIAGENODEF1OBXRAIFFEISENBANK OBERAUDORF EG                                                                             GENODEF1                                                              OBERAUDORF                    NSWBROSENHEIMER STR. 5                                                                                                                          
FIMGENODEF1P1OPSD BANK WEST EG                                                                                         GENODEF1                                                              KOELN                         NSWBLAURENZPLATZ 2                                                                                                                              
FIAGENODEF1PFZRAIFFEISENBANK PFAFFENHAUSEN EG                                                                          GENODEF1                                                              PFAFFENHAUSEN                 NSWBMINDELHEIMER STR. 7                                                                                                                         
FIMGENODEF1PSORAIFFEISENBANK PARKSTETTEN EG                                                                            GENODEF1                                                              PARKSTETTEN                   NSWBSTRAUBINGER STR. 43                                                                                                                         
FIMGENODEF1S08SPARDA-BANK WEST EG                                                                                      GENODEF1                                                              MUENSTER (WESTF)              NSWBJOSEPH-KOENIG-STRASSE 3                                                                                                                     
FIAGENODEF1SBYSCHROBENHAUSENER BANK EG                                                                                 GENODEF1                                                              SCHROBENHAUSEN                NSWBLENBACHSTR. 27                                                                                                                              
FIMGENODEF1SFTVOLKSBANK STASSFURT HZW D VOLKSBNANK BERNBURG EG                                                         GENODEF1                                                              STASSFURT                     NSWBPOSTFACH                                                                                                                                    
FIAGENODEF1SGYRAIFFEISENBANK STEINGADEN EG                                                                             GENODEF1                                                              STEINGADEN                    NSWBFUESSENER STR. 15                                                                                                                           
FIMGENODEF1SLORAIFFEISENBANK IM GRABFELD EG                                                                            GENODEF1                                                              SULZDORF AN DER LEDERHECKE    NSWBRAIFFEISENSTR. 4                                                                                                                            
FIDGENODEF1SLVVOLKSBANK SCHMOELLN EG                                                                                   GENODEF1                                                              SCHMOELLN                     NSWBBAHNHOFSPLATZ 5                                                                                                                             
FIAGENODEF1SPXRAIFFEISENBANK AM KULM EG                                                                                GENODEF1                                                              SPEICHERSDORF                 NSWBBAHNHOFSTR. 13                                                                                                                              
FIAGENODEF1SZXRAIFFEISENBANK SULZBACH-ROSENBERG EG                                                                     GENODEF1                                                              SULZBACH-ROSENBERG            NSWBNEUSTADT 17                                                                                                                                 
FIAGENODEF1TIYRAIFFEISENBANK I. LKRS. PASSAU-NORD EG                                                                   GENODEF1                                                              TIEFENBACH                    NSWBNIBELUNGENSTR. 14                                                                                                                           
FIMGENODEF1V20DZ BANK VIRTUELLE KONTEN                                                                                 GENODEF1                                                              FRANKFURT AM MAIN             NSWBPLATZ DER REPUBLIK                                                                                                                          
FIMGENODEF1V21DZ BANK VIRTUELLE KONTEN                                                                                 GENODEF1                                                              FRANKFURT AM MAIN             NSWBPLATZ DER REPUBLIK                                                                                                                          
FIAGENODEF1VEYVOLKSBANK VECHTA EG                                                                                      GENODEF1                                                              VECHTA                        NSWBFALKENROTTER STR. 17                                                                                                                        
FIMGENODEF1VLPVOLKSBANK HELMSTEDT EG                                                                                   GENODEF1                                                              VELPKE                        NSWBPOSTFACH 1153                                                                                                                               
FIAGENODEF1WAYRAIFFEISENBANK WALDASCHAFF-HEIGENBRUECKEN EG                                                             GENODEF1                                                              WALDASCHAFF                   NSWBASCHAFFSTR. 22                                                                                                                              
FIMGENODEF1WBYVOLKSBANK WITTENBERG EG                                                                                  GENODEF1                                                              LUTHERSTADT WITTENBERG        NSWBCOLLEGIENSTR. 12-13                                                                                                                         
FIAGENODEF1WOXRAIFFEISENBANK HESSENNORD EG                                                                             GENODEF1                                                              WOLFHAGEN                     NSWBBURGSTR. 28-30                                                                                                                              
FIMGENODEF1ZTYVOLKSBANK HALLE (SAALE) EG                                                                               GENODEF1                                                              HALLE                         NSWBWILHELM-KUELZ-STR 2-3                                                                                                                       
FIDGENODEFFGBOVEREINIGTE RAIFFEISENBANKEN GRAEFENBERG-FORCHHEIM-ESCHENAU-HEROLDSBERG                                   GENODEFF                                                              GRAEFENBERG                   SUPEMARKTPLATZ 8                                                                                                                                
FIAGENODEM1SPYVOLKSBANK SPROCKHOEVEL EG                                                                                GENODEM1                                                              SPROCKHOEVEL                  NSWBMUEHLENSTR. 2A                                                                                                                              
FIMGENODES1BFBBAIENFURTER BANK EG                                                                                      GENODES1                                                              BAIENFURT                     NSWB                                                                                                                                            
FIMGENODES1RWMRAIFFEISENBANK WOLPERTSWENDE-MOCHENWANGEN EG                                                             GENODES1                                                              WOLPERTSWENDE                 NSWB                                                                                                                                            
FIAGENODES1STXVR BANK TUEBINGEN EG                                                                                     GENODES1                                                              TUEBINGEN                     NSWBHERRENBERGER STR. 1-5                                                                                                                       
FIAGENODES1VBOVOLKSBANK PLOCHINGEN EG                                                                                  GENODES1                                                              PLOCHINGEN                    NSWBAM FISCHBRUNNEN 8                                                                                                                           
FIAGENODES1WAYRAIFFEISENBANK BIBERACH EG                                                                               GENODES1                                                              UMMENDORF                     NSWBBIBERACHER STR. 23                                                                                                                          
FIMGEONITM1XXXMC SERVIZI S.R.L.                                                                                        GEONITM1                                                              MILANO                        NSWBVIA DELLA CHIUSA 15                                                                                                                         
FIMGEPGFRP1XXXBNP PARIBAS                                                                                              GEPGFRP1                                                              PARIS                         NSWB19 AVENUE DE L'OPERA                                                                                                                        
FIMGEPNIE21XXXUTMOST PANEUROPE DESIGNATED ACTIVITY COMPANY                                                             GEPNIE21                                                              DUBLIN                        NSWB25-28 NORTH WALL QUAY                                                                                                                       
FIMGEPPIT21XXXGEMMA SPV S.R.L.                                                                                         GEPPIT21                                                              CONEGLIANO                    NSWBVIA ALFIERI 1                                                                                                                               
FIMGEREDE31XXXDWS INTERNATIONAL GMBH                                                                                   GEREDE31                                                              KOELN                         NSWBCLEVER STRASSE 13-15                                                                                                                        
FIDGGROCNB1XXXGUANGDONG GAOYAO RURAL COMMERCIAL BANK COMPANY LIMITED                                                   GGROCNB1                                                              ZHAOQING                      NSWB18 YANJIANG 2ND ROAD                                                                                                                        
FIMGGSNIT21XXXGESENU S.P.A. GESTIONE SERVIZI NETTEZZA URBANA - SOCIETA' PER AZIONI                                     GGSNIT21                                                              PERUGIA                       NSWBSTRADA DELLA MOLINELLA 7                                                                                                                    
FIDGIAEUS31XXXGIB AMERICAS-USA                                                                                         GIAEUS31                                                              DULUTH,GA                     NSWB3780 OLD NORCROSS ROAD             SUITE 103                                                                                                
FIMGIDAIT21XXXGESTIONE IMPIANTI DEPURAZIONE ACQUE S.P.A.        ENUNCIABILE ANCHE G.I.D.A. S.P.A.                      GIDAIT21                                                              PRATO                         BEIDVIA BACIACAVALLO 36                                                                                                                         
FIMGIGOIT21XXXGIPLAST GROUP S.P.A.                                                                                     GIGOIT21                                                              GIULIANOVA                    NSWBSTRADA STATALE S.N 80                                                                                                                       
FIMGIRFIT21XXXGINO RAG. FELICE AND FIGLIO - S.P.A. SIGLABILE                                                           GIRFIT21                                                              CUNEO                         NSWBVIA TORINO 234                                                                                                                              
FIMGISLITM1XXXGIGLIO.COM SOCIETA' A RESPONSABILITA' LIMITATA ED IN BREVE : GIGLIO.COM S.R.L.                           GISLITM1                                                              MILANO                        BEIDVIA SOLFERINO 7                                                                                                                             
FIMGLDRIE21XXXCORE CREDIT UNION LIMITED                                                                                GLDRIE21                                                              DUN LAOGHAIRE                 NSWB4 SUSSEX STREET                    CO DUBLIN                                                                                                
FIMGLDSIT21XXXGLOBAL DISPLAY SOLUTIONS S.P.A.                                                                          GLDSIT21                                                              CORNEDO VICENTINO             NSWBVIA TEZZE 20/A                                                                                                                              
FIMGLELITM1XXXCFT S.P.A.                                                                                               GLELITM1                                                              MILANO                        BEIDVIA SAN PIETRO ALL'ORTO 17                                                                                                                  
FIMGLFOITM1XXXORSERO S.P.A.                                                                                            GLFOITM1                                                              MILANO                        NSWBVIA S. PIETRO ALL'ORTO 17                                                                                                                   
FIMGLOGGB21XXXC AND C GLOBAL ARBITRAGE LIMITED                                                                         GLOGGB21                                                              LONDON                        NSWB6 NEW STREET SQUARE                                                                                                                         
FIAGLOPUS33H2CSS AND C FINANCIAL SERVICES LLC                                                                          GLOPUS33                                                              HARRISON,NY                   NOSU1 SOUTH ROAD                                                                                                                                
FIMGMCPGB21XXXGMT COMMUNICATIONS PARTNERS LLP                                                                          GMCPGB21                                                              LONDON                        NSWBSACKVILLE HOUSE                    FLOOR 1                            40 PICCADILLY                                                         
FIMGOCIIE21XXXALTURA CREDIT UNION LIMITED                                                                              GOCIIE21                                                              GOREY                         NSWBMCDERMOTT STREET                                                                                                                            
FIMGOJKSGSGXXXVELOX DIGITAL SINGAPORE PTE. LTD.                                                                        GOJKSGSG                                                              SINGAPORE                     BEIDAXA TOWER                          39-03/08 FLOOR 39                  8 SHENTON WAY                                                         
FIMGOLABEB1XXXDELEN PRIVATE BANK                                                                                       GOLABEB1                                                              BRUSSELS                      NSWBRUE ROYALE 164                                                                                                                              
FIMGOLDAU21XXXGOLDMAN SACHS AUSTRALIA PTY LTD                                                                          GOLDAU21                                                              SYDNEY                        NSWBGOVERNOR PHILLIP TOWER             FLOOR 48                           1 FARRER PLACE                                                        
FIMGOOGIE21XXXGOOGLE IRELAND HOLDINGS UNLIMITED COMPANY                                                                GOOGIE21                                                              DUBLIN                        NSWBGORDON HOUSE                       BARROW STREET                                                                                            
FIMGOOPIT21XXXPM OIL AND STEEL S.P.A.                                                                                  GOOPIT21                                                              SAN CESARIO SUL PANARO        NSWBVIA VERDI 22                                                                                                                                
